,interest,name,rating,photo_ref,place_types,y,x,id,transit_time
0,shopping,BCBGMAXAZRIA,4.9,,clothing_store|store,12.578938,55.679947,ChIJkbxhthBTUkYRKJx5RUwsmiI,715
1,museum,Danish Museum of Music,4.8,CmRaAAAAx0ef_b7NpuAhV15a7L7yU5pWfVfBtVvtW9u9_E0_eOYRJQBH7f3oV3jLKOS7s9cQZ1bzBGCGirsrv6Up1DVQTlQtn0oeI9G8UuhgJi3UFf8QNUFHVXB1zcJCPjGzPkvMEhBLWMyUK7-a_4w3DBtar9NmGhQQ3XE_txi392NIkhPRextLjMQNUA,museum,12.5524056,55.6822634,ChIJnzO28RpTUkYRTO2xhpu63pA,471
2,museum,David Collection,4.8,CmRaAAAAYXTrL27VwPEkV3-x0QtFCXCExvPyAssY-eOieG7kCYJVntfSlaEpXtx57fqAkAv1Ml4hIVDbQH56pCFd7OjkzgVJnu9kbds13Ch783Gd08byGbLIzJH8GjGNcsipxoxAEhB6kK-JFMCbG1xgBRA1jN6yGhTaXZJedOmbAvLRleoJgdbHWuL_Ww,museum,12.5824472,55.6842905,ChIJPRprexlTUkYRAa6-YXcs7r8,1164
3,shopping,Triumph Strøget,4.5,CmRaAAAAriXct7022cHXBQeAfCMPP025v5VcoBG-TlqfTwccC78WK2HtOUTHYrtePy-cAqVR-JXj36VLlii8ENCHzbfRjcwSwJ6LW8_MiMY-2M-byhzrF_gSuwl4P6oxEf0_oVP_EhCzwDHoq7GGp9-yN8mknQ0cGhSupe7VR-jWwZp_cYMoHh6WoX1FyQ,clothing_store|store,12.5812574,55.6791648,ChIJk4jvFRdTUkYR8iTwERcNWnI,699
4,museum,National Museum of Denmark,4.4,CmRaAAAAe4tjOa4XfASXC1PoVCWmKmbiN0fI4AmsFzqJhmo_22blgDgNBxDbp15Mfvvd_I6isPBX38xTwZRvR-bSefYsk7eO9VT0pkC9cbACEIDjZV6UgmG5pCJi6m0ZfZ5pvh92EhCIaDjDRiAPYQoSqTtZtkPHGhR_871pmCM6NUqkKAjNjv565TiweA,museum,12.574741,55.6746479,ChIJRZnqvxNTUkYRr1KKLRhldd4,485
5,museum,Workers Museum,4.4,CmRaAAAA5V3BC7W4PHkpHr33_XCLdaRt2F5joS-4e7f-7aWt0QB42JPr3k-m3j7Y6BeNAi4jf1p5qoZLCjGv_CTr9mNIGwYUxyUW4k2r5EmhsN-rCAznpMdLp6ReCw-i7cy33sk1EhD0OYJqYkatO001KSIrtHHJGhRZuDJFKjAAr_kENzD4ezG2Ddj_iA,museum,12.570408,55.684741,ChIJhYY5HQVTUkYRU7nk0bC9YhU,632
6,museum,Zoological Museum,4.4,CmRaAAAAoxaxW_Y4kK80ozhVEZDmaHW162lworTg1ElXEB7if15cwwX0ADuamn6lKWrcG_W06fQebt1YVsdNIMhaPkYPJncybY8xl3wzCFCfk0GEHJPGnxdfIidmfD74vmskZ1k-EhAwmZIGMmMGCCaQWUpj5ENjGhRovg83fbpVGSQw_WwS2m9nf0AdTw,museum,12.558926,55.702512,ChIJW1dN5FZSUkYR57GetpSGX3M,1524
7,shopping,Victoria's Secret & PINK,4.4,CmRaAAAAkPg1acbC11T-qHnNB4WsuSKSCRAlZkwofPTzFJL6k9fha8GHDk2ftUFMFqN2XTIHKdaQfpa7vQKJmOx_ZRSfmh5nUgZo-Yu0e9LoXCwYnVGyFw77WsKlTt_KX4wCkgMrEhCnA0SqcSUvJCMF_k8xVBsOGhTQnwwK2LDqhmZrBBzNTasBCzaLVg,clothing_store|store,12.5791248,55.6786822,ChIJQ8l4KxdTUkYRQGu1d5N6A4I,548
8,shopping,Michael Kors,4.3,CmRaAAAAakT72JuDEjZVE8ev48ntW7hLJJPD0ZAdFRRwQX6PeTArByvUM7zb3HbWfME8OBEnOsInqTTop_JKwBzeOeTuBGjq8E4GLe_8B23tcUebTKRZZBRiojh6sPnRKhK2mO7zEhBJ1H7HA7e_dV0mSNrrMOk0GhSwzQc2CJgMgYNneUC6PwhxJu1Xzw,clothing_store|jewelry_store|shoe_store|store,12.5841368,55.6800333,ChIJzfbpghdTUkYR_hO3nb40Nsk,911
